employee,customer_and_account_no,product_name,sale_date,sale_amount,units_sold,invoice_no,invoice_frequency
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,4/2/12,"$577,041.04 ",409931,48775,Once
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Orangutan Glass,8/13/12,"$224,702.49 ",627692,33274,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,8/23/12,"$571,375.72 ",333373,23163,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Baboon Glass,11/30/12,"$662,810.29 ",515074,88462,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Orangutan Glass,1/17/12,"$818,055.98 ",838294,44025,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Gorilla Glass,3/18/12,"$974,806.53 ",536545,32567,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Baboon Glass,5/1/12,"$399,848.27 ",225036,23504,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Baboon Glass,6/6/12,"$596,788.25 ",941352,19480,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Baboon Glass,6/24/12,"$103,768.35 ",286129,75253,Monthly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Gorilla Glass,9/27/12,"$356,664.36 ",979320,35210,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,4/27/12,"$464,712.15 ",829025,54843,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Chimp Glass,10/29/12,"$793,410.94 ",838496,26780,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Baboon Glass,5/27/12,"$992,276.13 ",443360,24893,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Gorilla Glass,9/8/12,"$870,711.19 ",470002,66985,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Orangutan Glass,8/25/12,"$722,340.92 ",355413,70087,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Chimp Glass,7/15/12,"$243,130.06 ",246295,79733,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Orangutan Glass,9/18/12,"$747,440.87 ",209371,28719,Once
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Gorilla Glass,11/30/12,"$225,262.19 ",622936,29181,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Baboon Glass,12/17/12,"$270,884.38 ",545343,48460,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Gorilla Glass,4/12/12,"$372,534.82 ",300482,29148,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Baboon Glass,11/10/12,"$217,923.99 ",491353,76750,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,10/19/12,"$418,770.23 ",881876,60753,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Baboon Glass,7/31/12,"$303,217.26 ",984559,35168,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,12/15/12,"$897,586.99 ",711348,35331,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Baboon Glass,12/3/12,"$800,425.68 ",777948,80801,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Orangutan Glass,12/13/12,"$480,472.10 ",100828,22668,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Baboon Glass,5/15/12,"$103,584.20 ",656875,68803,Monthly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Orangutan Glass,5/4/12,"$975,091.48 ",171065,51043,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Chimp Glass,2/22/12,"$517,747.21 ",198484,18558,Quarterly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Baboon Glass,7/24/12,"$282,662.72 ",472362,76830,Once
Bob Lob (bob.lob@korning.com),HTC (HT925638),Chimp Glass,5/21/12,"$305,974.93 ",667004,90494,Once
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Gorilla Glass,12/18/12,"$277,924.83 ",717397,17739,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,2/2/12,"$771,810.33 ",362195,36222,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Gorilla Glass,7/22/12,"$432,817.26 ",232373,81533,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Gorilla Glass,3/7/12,"$933,726.48 ",619616,71549,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Orangutan Glass,1/26/12,"$233,407.45 ",554205,29044,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Orangutan Glass,9/15/12,"$601,304.90 ",171895,22066,Once
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Baboon Glass,10/19/12,"$669,693.77 ",709427,42404,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Gorilla Glass,4/21/12,"$596,914.00 ",550517,70031,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Orangutan Glass,3/27/12,"$947,892.11 ",870596,45365,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Orangutan Glass,8/27/12,"$689,497.55 ",215688,29277,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Chimp Glass,7/24/12,"$443,056.73 ",449417,44432,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Gorilla Glass,10/15/12,"$488,616.95 ",481117,46105,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Baboon Glass,6/19/12,"$423,214.46 ",204643,21141,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Baboon Glass,3/24/12,"$601,444.76 ",472046,75506,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,9/8/12,"$206,471.96 ",150941,91027,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Orangutan Glass,5/21/12,"$408,829.30 ",983149,69702,Once
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Baboon Glass,4/15/12,"$709,177.76 ",768038,90043,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,9/22/12,"$789,132.89 ",196209,64293,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,5/15/12,"$508,657.64 ",752252,36611,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Gorilla Glass,5/22/12,"$355,362.97 ",555452,61458,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Orangutan Glass,6/29/12,"$922,008.13 ",198774,72188,Monthly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Orangutan Glass,6/25/12,"$479,989.86 ",405919,87214,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Gorilla Glass,9/28/12,"$752,156.12 ",686709,48500,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Gorilla Glass,4/21/12,"$519,863.71 ",919645,63050,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Orangutan Glass,12/29/12,"$688,630.96 ",233081,67203,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Orangutan Glass,6/4/12,"$626,689.30 ",312163,83306,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Orangutan Glass,6/27/12,"$388,332.34 ",871073,82518,Monthly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Orangutan Glass,4/21/12,"$927,832.82 ",214588,73141,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Baboon Glass,11/22/12,"$691,821.59 ",967270,80131,Once
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Orangutan Glass,7/1/12,"$449,417.07 ",480264,51903,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Baboon Glass,10/4/12,"$254,580.66 ",853615,61353,Once
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Baboon Glass,6/20/12,"$828,341.88 ",883099,85314,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Chimp Glass,2/22/12,"$784,652.92 ",410972,35284,Once
Bob Lob (bob.lob@korning.com),HTC (HT925638),Baboon Glass,7/31/12,"$738,628.33 ",246360,64368,Monthly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Orangutan Glass,9/11/12,"$127,423.78 ",944487,40876,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,5/2/12,"$890,792.19 ",626426,34862,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Orangutan Glass,5/4/12,"$486,046.86 ",249837,44362,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,10/31/12,"$454,162.68 ",559348,31113,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Orangutan Glass,11/11/12,"$373,852.36 ",323878,21232,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Gorilla Glass,12/6/12,"$293,918.44 ",909546,77786,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Gorilla Glass,8/4/12,"$104,814.10 ",139779,73708,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,9/8/12,"$462,285.42 ",179007,45564,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Chimp Glass,7/12/12,"$486,986.88 ",206878,36773,Once
Bob Lob (bob.lob@korning.com),Apple (AP512452),Gorilla Glass,4/13/12,"$672,309.58 ",767434,54320,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Gorilla Glass,3/25/12,"$947,627.75 ",730030,83658,Monthly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Gorilla Glass,7/11/12,"$450,784.66 ",244714,39857,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Baboon Glass,11/18/12,"$708,353.23 ",983824,84560,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Baboon Glass,3/19/12,"$655,178.51 ",294367,86887,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Gorilla Glass,4/1/12,"$731,461.44 ",450740,22005,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Orangutan Glass,2/23/12,"$922,721.68 ",320043,27776,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Chimp Glass,5/16/12,"$655,531.98 ",430958,46678,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Chimp Glass,1/30/12,"$669,991.75 ",514171,82434,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Orangutan Glass,10/12/12,"$179,969.71 ",940186,39668,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,10/4/12,"$595,010.52 ",787756,69797,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Gorilla Glass,6/12/12,"$739,890.98 ",262266,17013,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Gorilla Glass,6/22/12,"$444,277.22 ",148740,49360,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Baboon Glass,11/3/12,"$749,361.87 ",399386,30941,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Gorilla Glass,4/25/12,"$677,784.53 ",452740,67907,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Gorilla Glass,8/7/12,"$608,130.85 ",971067,80127,Once
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Orangutan Glass,2/19/12,"$207,480.44 ",656194,82207,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Baboon Glass,3/11/12,"$770,668.85 ",243070,23002,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Orangutan Glass,10/23/12,"$388,114.10 ",586586,60215,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Baboon Glass,5/27/12,"$509,470.78 ",820499,17665,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Chimp Glass,7/11/12,"$218,627.01 ",632792,87068,Once
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Gorilla Glass,1/29/12,"$458,344.57 ",622300,90332,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,7/6/12,"$773,729.83 ",344348,24835,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Orangutan Glass,1/18/12,"$781,041.01 ",152917,76386,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,9/10/12,"$784,390.74 ",105733,36114,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Gorilla Glass,4/28/12,"$563,666.93 ",792517,25466,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Orangutan Glass,2/1/12,"$640,524.18 ",330985,32505,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Baboon Glass,1/28/12,"$759,085.16 ",858283,67055,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Baboon Glass,10/5/12,"$908,897.61 ",723795,84159,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Gorilla Glass,12/21/12,"$280,452.96 ",501196,31514,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Chimp Glass,9/4/12,"$949,695.41 ",302901,19485,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Gorilla Glass,1/23/12,"$589,894.21 ",339690,16258,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Orangutan Glass,3/23/12,"$523,649.23 ",151367,46869,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Chimp Glass,11/27/12,"$398,268.61 ",265619,22735,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Chimp Glass,5/7/12,"$501,794.73 ",125785,66820,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Orangutan Glass,8/7/12,"$681,239.26 ",727360,42580,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,10/26/12,"$824,531.74 ",687889,54928,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Gorilla Glass,8/8/12,"$138,423.32 ",229481,36120,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Orangutan Glass,6/3/12,"$567,558.12 ",242929,18126,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Orangutan Glass,11/21/12,"$729,977.62 ",619300,15819,Monthly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Orangutan Glass,9/3/12,"$960,837.98 ",186444,34060,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Chimp Glass,1/11/12,"$914,176.70 ",415936,89576,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,4/21/12,"$844,088.15 ",861260,82390,Monthly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Orangutan Glass,9/22/12,"$697,440.39 ",755797,50361,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Gorilla Glass,9/9/12,"$840,880.43 ",303258,47181,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Orangutan Glass,10/5/12,"$952,383.09 ",599987,43176,Once
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Baboon Glass,12/23/12,"$625,138.89 ",678501,60510,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Baboon Glass,7/28/12,"$856,537.80 ",389337,59254,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Baboon Glass,8/15/12,"$896,917.18 ",847928,22272,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Chimp Glass,12/13/12,"$610,844.14 ",571482,91027,Monthly
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Chimp Glass,9/1/12,"$174,473.37 ",657545,72941,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Baboon Glass,1/20/12,"$222,646.79 ",251565,46109,Once
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Gorilla Glass,8/7/12,"$191,250.20 ",366994,60630,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Chimp Glass,3/7/12,"$964,237.94 ",488959,25229,Once
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Baboon Glass,8/16/12,"$493,577.72 ",897799,20152,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Orangutan Glass,2/5/12,"$159,922.40 ",820755,18812,Monthly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Baboon Glass,9/16/12,"$570,680.28 ",566001,60338,Once
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Gorilla Glass,3/30/12,"$238,445.06 ",711751,35856,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Orangutan Glass,9/26/12,"$123,260.20 ",162405,15456,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Chimp Glass,1/22/12,"$758,751.99 ",426564,91538,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,6/30/12,"$357,908.92 ",185344,18504,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Gorilla Glass,1/5/12,"$706,402.91 ",715510,17405,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,4/27/12,"$106,238.57 ",126545,25110,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Orangutan Glass,5/1/12,"$527,223.51 ",163611,22798,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Orangutan Glass,1/28/12,"$496,980.42 ",342451,47342,Once
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Gorilla Glass,7/27/12,"$894,920.77 ",469200,26396,Quarterly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Baboon Glass,7/15/12,"$487,009.50 ",477472,50990,Once
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Gorilla Glass,11/18/12,"$792,117.81 ",505873,52915,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Gorilla Glass,3/1/12,"$402,799.36 ",463616,44279,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,12/21/12,"$778,533.56 ",167864,34751,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Baboon Glass,2/29/12,"$471,185.82 ",743507,57814,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,1/29/12,"$498,721.90 ",993889,22266,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Orangutan Glass,8/3/12,"$511,643.92 ",283785,62461,Once
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Orangutan Glass,4/27/12,"$963,067.47 ",872530,20358,Once
Bob Lob (bob.lob@korning.com),Motorola (MT928534,Orangutan Glass,11/24/12,"$661,508.52 ",605583,45831,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,7/1/12,"$774,551.38 ",663259,21176,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Orangutan Glass,12/15/12,"$168,986.88 ",620372,16069,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Chimp Glass,8/2/12,"$611,138.65 ",529735,55782,Once
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Chimp Glass,11/15/12,"$409,350.04 ",746210,24027,Quarterly
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Gorilla Glass,1/11/12,"$781,203.05 ",393852,75106,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Orangutan Glass,12/31/12,"$623,859.89 ",130621,66954,Once
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,12/26/12,"$768,970.30 ",844319,26771,Once
Bob Lob (bob.lob@korning.com),HTC (HT925638),Baboon Glass,5/4/12,"$866,072.11 ",723845,84799,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,8/14/12,"$297,154.17 ",888586,19981,Once
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Baboon Glass,3/2/12,"$413,852.52 ",791095,48863,Quarterly
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Chimp Glass,5/2/12,"$611,567.54 ",401400,23974,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,3/29/12,"$354,593.29 ",487109,45954,Once
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Chimp Glass,8/22/12,"$947,676.52 ",193641,47797,Once
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Chimp Glass,2/24/12,"$299,369.19 ",727736,47600,Once
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Baboon Glass,1/27/12,"$966,821.75 ",325473,20201,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Orangutan Glass,4/2/12,"$923,948.43 ",127136,21328,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Chimp Glass,4/3/12,"$150,474.72 ",148010,61634,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Baboon Glass,6/5/12,"$446,114.58 ",136677,39565,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Gorilla Glass,8/31/12,"$897,705.14 ",777565,66267,Quarterly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Gorilla Glass,10/3/12,"$761,259.03 ",134883,33506,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Gorilla Glass,10/3/12,"$555,572.93 ",264183,18412,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Baboon Glass,4/30/12,"$105,825.39 ",233240,30125,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Baboon Glass,10/10/12,"$269,167.53 ",473997,47333,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Gorilla Glass,4/6/12,"$873,822.38 ",743606,39414,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Gorilla Glass,12/29/12,"$389,352.22 ",903373,28962,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,10/19/12,"$434,127.85 ",423355,62051,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Gorilla Glass,4/29/12,"$273,074.89 ",576098,68014,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Orangutan Glass,2/4/12,"$382,362.46 ",154194,37489,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534,Chimp Glass,1/26/12,"$204,952.14 ",410476,48667,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Orangutan Glass,6/27/12,"$285,629.89 ",440602,68033,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,9/27/12,"$716,845.42 ",491591,62427,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Orangutan Glass,9/15/12,"$312,553.95 ",132722,52945,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Orangutan Glass,7/1/12,"$419,228.06 ",645342,36904,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Baboon Glass,6/24/12,"$658,378.41 ",247932,85045,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Orangutan Glass,9/9/12,"$190,591.07 ",656337,73090,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534,Gorilla Glass,2/26/12,"$710,595.64 ",726140,56584,Monthly
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Chimp Glass,11/6/12,"$147,304.49 ",952577,40463,Monthly
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Orangutan Glass,4/12/12,"$782,298.52 ",864260,72324,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Baboon Glass,7/26/12,"$830,836.58 ",371751,68185,Monthly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Chimp Glass,9/2/12,"$307,667.75 ",424528,59301,Once
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Gorilla Glass,11/25/12,"$507,270.96 ",302090,32988,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Baboon Glass,10/13/12,"$932,923.21 ",180337,42747,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Baboon Glass,9/11/12,"$258,104.50 ",308498,32760,Quarterly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,7/7/12,"$684,083.20 ",394783,31252,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Baboon Glass,2/21/12,"$305,839.23 ",237202,16031,Monthly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Gorilla Glass,5/16/12,"$996,015.53 ",803270,53168,Monthly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Chimp Glass,12/24/12,"$855,980.50 ",807623,19475,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,6/3/12,"$782,591.52 ",470381,42833,Once
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Chimp Glass,5/19/12,"$911,768.15 ",548867,41563,Once
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Gorilla Glass,3/7/12,"$220,422.64 ",825406,33243,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Gorilla Glass,7/2/12,"$891,136.18 ",548838,52930,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Baboon Glass,11/27/12,"$240,193.49 ",921049,67615,Once
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Orangutan Glass,1/30/12,"$319,293.48 ",381405,48177,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,4/19/12,"$310,610.78 ",469643,47688,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Gorilla Glass,3/30/12,"$129,714.29 ",772587,42951,Monthly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534,Orangutan Glass,9/3/12,"$507,937.58 ",169818,32939,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Gorilla Glass,8/8/12,"$378,572.09 ",863528,35146,Once
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Chimp Glass,1/8/12,"$320,177.17 ",103429,85370,Quarterly
